clip_index,bvid,url,title,play_snapshot,duration_seconds,uploader,context_family,context_status,source_class,transcript_status,transcript_model,transcript_characters,segment_count,title_overclaim_signal,title_actionable_signal,title_high_medical_risk,transcript_overclaim_signal,transcript_actionable_signal,transcript_high_medical_risk,transcript_signal_scope,direct_quote_ready,evidence_rule,transcript_asset
144,BV16w4m1Y7E2,https://www.bilibili.com/video/BV16w4m1Y7E2/,倪海厦人纪最后一堂课，倪师眼泪流个不停！,316942,48,师父倪海厦,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,140,2,False,False,False,False,False,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
145,BV14e4y1r7dJ,https://www.bilibili.com/video/BV14e4y1r7dJ/,倪海厦怎么样才能保持精神充沛,314048,166,巡回110,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,751,8,False,False,False,True,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
146,BV16X4y1m7MU,https://www.bilibili.com/video/BV16X4y1m7MU/,倪海厦：想赚钱，记住这八个字,314023,73,可可学中医,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,313,8,False,False,False,True,False,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
147,BV1AV4y1t7Zx,https://www.bilibili.com/video/BV1AV4y1t7Zx/,看完鬼才倪海夏对空调的分析，你一定会吓出一身冷汗,313708,62,传统养生小知识,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,294,2,True,False,False,True,False,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
148,BV12G411S7tr,https://www.bilibili.com/video/BV12G411S7tr/,倪海厦:学会与肝脏沟通，眼睛越来越亮！,313279,72,醫者正心,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,210,3,False,False,False,False,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
149,BV1xT411e7YN,https://www.bilibili.com/video/BV1xT411e7YN/,一年中最凶的八天，这八天诸事不宜,309825,180,致敬堂,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,774,16,False,False,False,True,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
150,BV1Vi4y1i7iD,https://www.bilibili.com/video/BV1Vi4y1i7iD/,倪海厦：倪海厦去世之谜终于揭开，倪海厦弟弟说出真相,309507,106,一九中医资料库,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,536,7,False,False,False,False,False,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
151,BV18p4y1n7Ta,https://www.bilibili.com/video/BV18p4y1n7Ta/,倪海厦：吃药不如食补，食补不如运动，一个动作去能快速祛除经络上的湿气。,309050,62,富贵国学,针灸,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,237,2,True,True,False,True,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
152,BV14V4y1a7zy,https://www.bilibili.com/video/BV14V4y1a7zy/,恢复视力，防止视力衰退，有一个方法很简单,308297,64,李书彦,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
153,BV1NS4y1x7fu,https://www.bilibili.com/video/BV1NS4y1x7fu/,【中医】中医非遗之吊腊壳,307545,20,青囊童子,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
154,BV1iH4y1z7qt,https://www.bilibili.com/video/BV1iH4y1z7qt/,倪海厦：学习中医的顺序（建议转发收藏）,305013,286,守一同道,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,1413,24,False,False,False,True,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
155,BV1ZX4y1W7dy,https://www.bilibili.com/video/BV1ZX4y1W7dy/,倪海厦老师：冲多了，全部表现在脸上！,304782,34,戒者虚空,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,194,2,False,False,False,False,False,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
156,BV1RnN1e9Evk,https://www.bilibili.com/video/BV1RnN1e9Evk/,用了2年时间，把倪师全集修复到超清1080p，快存下！倪师中医教程全集视频|倪师天纪|倪师人纪|倪师易筋经|倪师针灸|倪师黄帝内经|倪师针灸大成,304457,242,硬照鬼才,黄帝内经,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,1116,17,False,True,False,True,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
157,BV1F84y1v7bM,https://www.bilibili.com/video/BV1F84y1v7bM/,男人要学会藏精,303123,77,活学活用紫微斗数,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,303,4,False,False,False,False,False,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
158,BV1q4421Q7Fi,https://www.bilibili.com/video/BV1q4421Q7Fi/,倪海厦：晚上朝哪边睡，真的很有讲究！睡眠好，气血就好了，还能变年轻,302239,41,守一同道,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,183,2,False,False,False,False,False,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
159,BV1Ki4y117xs,https://www.bilibili.com/video/BV1Ki4y117xs/,倪海厦：甲状腺、淋巴结原来真的可以消！,300965,365,洙泗先生,伤寒论,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,1120,43,False,False,False,True,True,True,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
160,BV1RZ421E71x,https://www.bilibili.com/video/BV1RZ421E71x/,倪海厦：这三大治肝奇穴，哪怕碰一碰都有效,300787,124,守一同道,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,434,7,False,False,False,False,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
161,BV1Y3sQe9Eyu,https://www.bilibili.com/video/BV1Y3sQe9Eyu/,倪海厦：视力模糊、任何眼疾，四穴道有奇效！,300601,71,励文图书,针灸,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,372,14,False,False,False,True,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
162,BV1cJ4m1u7h5,https://www.bilibili.com/video/BV1cJ4m1u7h5/,倪海厦：女孩子，什么样的面相好福气，一定要会看,300532,100,守一同道,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,504,23,True,False,False,False,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
163,BV1Ar4y1f76B,https://www.bilibili.com/video/BV1Ar4y1f76B/,倪海厦生前讲座再三劝告，你可以什么都不信，但你要相信你自己,300267,74,智-慧之道,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
164,BV1UP411n7Mx,https://www.bilibili.com/video/BV1UP411n7Mx/,我找到了《八部金刚功》升阳祛病功理的依据——来自《黄帝内经》,297540,371,涛涛说电脑,黄帝内经,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,1546,89,False,True,False,True,True,True,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
165,BV17C4y1X7vU,https://www.bilibili.com/video/BV17C4y1X7vU/,倪海厦：女人三四十，面若桃花的秘方,297127,36,倪海厦完整字幕版,黄帝内经,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,153,3,False,True,False,True,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
166,BV1BN4y1a7ZT,https://www.bilibili.com/video/BV1BN4y1a7ZT/,为什么要住在西北角,294616,270,知行国学堂,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,1351,12,False,False,False,False,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
167,BV1oM411K78N,https://www.bilibili.com/video/BV1oM411K78N/,什么时候行房事比较好,293546,200,致敬堂,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,938,33,False,False,False,True,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
168,BV1Pr4y147JP,https://www.bilibili.com/video/BV1Pr4y147JP/,爸爸住在西南角会变成什么样,293430,106,实用紫微斗数,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,265,3,False,False,False,False,False,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
169,BV1cc411r7F5,https://www.bilibili.com/video/BV1cc411r7F5/,倪海厦：主卧在这个方位，以后三年的财路会非常兴旺,293291,44,倪师讲医学,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,109,2,False,True,False,False,False,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
170,BV1W1421b7AA,https://www.bilibili.com/video/BV1W1421b7AA/,倪海厦--婚姻乃命中注定.你若去改变它，就会灾,290646,62,励文图书,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,280,5,True,False,False,True,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
171,BV1ke4y127Xw,https://www.bilibili.com/video/BV1ke4y127Xw/,倪师自己预言：我的命大概少了一半,290496,160,杏林传承1,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,783,9,False,False,False,False,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
172,BV17e411T7Qr,https://www.bilibili.com/video/BV17e411T7Qr/,中医大师倪海厦 失眠日久，一个穴位搞定它,290264,83,大头丸子猪,针灸,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,406,3,True,True,False,False,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
173,BV1Xv4y1677W,https://www.bilibili.com/video/BV1Xv4y1677W/,我在传播中医的路上又一次受到了z本的威胁，但我不会退缩,288986,27,账号已注销,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,138,1,False,False,False,False,False,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
174,BV1kskiYDEFf,https://www.bilibili.com/video/BV1kskiYDEFf/,倪海厦：顶级观人术，一定要记得收藏！！！,288940,462,从零学中医,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,True,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
175,BV1Qb421e7te,https://www.bilibili.com/video/BV1Qb421e7te/,面相学案例1：5位大师看伊能静的事业婚姻超准！,288485,113,午阳炎炎,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,501,9,False,False,False,False,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
176,BV1eGWVe1E6V,https://www.bilibili.com/video/BV1eGWVe1E6V/,倪海厦：为什么会气血不足，如何恢复？,286904,97,励文图书,黄帝内经,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,558,5,False,False,False,True,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
177,BV17e411d7PE,https://www.bilibili.com/video/BV17e411d7PE/,倪海厦:是不是处女之身，一摸便知，！真是佩服老祖宗！666！,286725,55,倪海厦神农本草经,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,164,5,False,False,False,False,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
178,BV1Wc411F7Ga,https://www.bilibili.com/video/BV1Wc411F7Ga/,倪海厦：剖腹产刀疤、磕碰的疤，统统抹它都能去痕,286185,102,富贵国学,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,452,4,False,False,False,False,False,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
179,BV1tN411G7cs,https://www.bilibili.com/video/BV1tN411G7cs/,倪海厦是大骗子，大忽悠，神棍？,286025,164,黄帝内经技巧,黄帝内经,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,generated_asr_unreviewed,base,684,16,False,False,False,False,True,False,unreviewed_asr_keyword_screen,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,internal_unpublished
180,BV12e411u7KT,https://www.bilibili.com/video/BV12e411u7KT/,补阳补肾 好方式,285104,106,倪海厦华辰国学,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
181,BV1Fr4y1Z7Wz,https://www.bilibili.com/video/BV1Fr4y1Z7Wz/,别不信，不要轻易干涉他人因果,283868,42,倪海厦完整字幕版,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
182,BV15j421S7KB,https://www.bilibili.com/video/BV15j421S7KB/,消肿散结，肾囊肿、肝囊肿，所有囊肿一网打尽，几千例患者治愈,282588,287,倪海厦智慧,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,True,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
183,BV1zk4y1u7He,https://www.bilibili.com/video/BV1zk4y1u7He/,倪海厦：同房的最佳时间你知道嘛,281931,99,丹与海,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
184,BV1J3411c7is,https://www.bilibili.com/video/BV1J3411c7is/,倪海厦，一招排毒法让眼睛雪亮动人，无D一身轻，送给有缘人,279544,132,無极师傅看相解惑,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,True,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
185,BV1zS421X7gZ,https://www.bilibili.com/video/BV1zS421X7gZ/,倪海厦：确诊癌症了不要心慌，教你治疗的最终法则,279480,124,倪海厦智慧,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,True,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
186,BV17M4m1y76a,https://www.bilibili.com/video/BV17M4m1y76a/,有这些特征寿命就没几天了-道爷说+倪师,278591,153,道爷张至顺传承,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
187,BV1aF411S7dV,https://www.bilibili.com/video/BV1aF411S7dV/,紫微斗数基础看盘方法(2),277805,226,东紫微斗数十四年经验,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
188,BV1hgtoe6EbL,https://www.bilibili.com/video/BV1hgtoe6EbL/,倪海厦：只有两座城市适合做首都！倪师揭秘风水的奥秘！,277543,246,师父倪海厦,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
189,BV1xC4y1v7rB,https://www.bilibili.com/video/BV1xC4y1v7rB/,改变自己的命运最简单的方式,276983,94,倪海厦黄帝内经,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
190,BV1Bz421C76b,https://www.bilibili.com/video/BV1Bz421C76b/,倪海厦：如何清理血管堵塞,274824,341,中医知识指导生活,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
191,BV13ZtBedENH,https://www.bilibili.com/video/BV13ZtBedENH/,倪海厦：学会这招，轻松知道自己何时结婚！（很准的）,274310,170,励文图书,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,True,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
192,BV1Kj411S7W8,https://www.bilibili.com/video/BV1Kj411S7W8/,这两种房子很凶，最好别住,274193,160,致敬堂,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
193,BV1iz42187gc,https://www.bilibili.com/video/BV1iz42187gc/,【生发】倪师讲生发的秘密，记得收藏转发,272278,57,倪师全套资料免米分享,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
194,BV1ej411y7Sq,https://www.bilibili.com/video/BV1ej411y7Sq/,倪海厦怎么样才能留住缘分,267626,248,巡回110,针灸,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
195,BV1sx4y1u7YN,https://www.bilibili.com/video/BV1sx4y1u7YN/,想要皮肤白？不长痘？倪海厦老师有方法，豆浆中的天花板黄芪豆浆！,267575,98,倪海厦智慧,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
196,BV1U1HeedEgw,https://www.bilibili.com/video/BV1U1HeedEgw/,倪海厦：仙方活命饮，治一切肿瘤硬块（建议收藏）,267564,236,守一同道,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,True,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
197,BV1VZ421e7hu,https://www.bilibili.com/video/BV1VZ421e7hu/,倪海厦：最快祛湿方法,267351,345,中医知识指导生活,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
198,BV1bH4y1g7G4,https://www.bilibili.com/video/BV1bH4y1g7G4/,倪海厦老师：手上这条线，越长越好，一路通天，天生有才华.m,267013,59,倪海厦智慧,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
199,BV1w94y1r7HM,https://www.bilibili.com/video/BV1w94y1r7HM/,倪海厦：学东西快到精髓就一个字,265844,64,国学风华,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
200,BV1yu411W7pf,https://www.bilibili.com/video/BV1yu411W7pf/,头昏、短气、湿重、肚子大、脾肿大，记住这四味药做加减,265492,379,中医知识指导生活,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
201,BV168411w7Xg,https://www.bilibili.com/video/BV168411w7Xg/,不要再听信倪海厦了,264304,186,账号已注销,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
202,BV1LZ421K7qZ,https://www.bilibili.com/video/BV1LZ421K7qZ/,倪海厦：开口即小人，这特征太准了！,264129,39,励文图书,黄帝内经,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
203,BV1ZL411m7Uf,https://www.bilibili.com/video/BV1ZL411m7Uf/,【中医】倪海厦：滋润肝脏，一杯柠檬水有大用！,263961,30,喜欢中医的小美,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
204,BV12E421P7y6,https://www.bilibili.com/video/BV12E421P7y6/,风水学民间斗法3：紫微斗数推命超准！！！,263409,137,午阳炎炎,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
205,BV19r4y177Wz,https://www.bilibili.com/video/BV19r4y177Wz/,倪海厦教你出行平安保身的方法，掐指一算，一眼秒会，远里灾祸,262906,587,紫君道一,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
206,BV1jT421Y7PE,https://www.bilibili.com/video/BV1jT421Y7PE/,倪海厦：湿气重、肚子大、脾肿大——四味药来解决！,262412,235,励文图书,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
207,BV1Wv4y147Cq,https://www.bilibili.com/video/BV1Wv4y147Cq/,倪师嘱咐：人瘦青筋粗大，一定要引起注意，倪海厦老师,262127,183,倪师及大师智慧传承者,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,True,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
208,BV1Qm421n7bz,https://www.bilibili.com/video/BV1Qm421n7bz/,倪师不外传的招式，留给有缘人的视频，不信中医千万别看,261417,314,守一同道,原课待定位,待回溯原课,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,True,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
209,BV1kqecz1ERj,https://www.bilibili.com/video/BV1kqecz1ERj/,倪海厦：只有两座城市适合做首都（风水奥秘）,261356,249,账号已注销,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
210,BV15T421r7TK,https://www.bilibili.com/video/BV15T421r7TK/,倪海厦:这种情况，命中注定要结婚！！！,261200,70,道法自然国学经典,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,True,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
211,BV1oN411G75s,https://www.bilibili.com/video/BV1oN411G75s/,倪海厦59岁早逝，因果报应,260511,98,黄帝内经技巧,黄帝内经,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
212,BV1y24y1374g,https://www.bilibili.com/video/BV1y24y1374g/,倪海厦：一个动作排尽体内老痰和浓痰,260063,125,黄帝内经技巧,黄帝内经,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
213,BV1UN4y1c7SX,https://www.bilibili.com/video/BV1UN4y1c7SX/,两种户型，老公去世,259918,39,实用紫微斗数,天纪,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
214,BV1Lm4y1D7PN,https://www.bilibili.com/video/BV1Lm4y1D7PN/,为什么要从《针灸》开始学，然后《黄帝内经》、《神农本草经》、《伤寒金匮》？因为学完后没有一个人能迷惑你。——倪海厦《神农本草经》知识点,259678,56,至儿777,黄帝内经,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,True,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
215,BV1o94y1N7Jg,https://www.bilibili.com/video/BV1o94y1N7Jg/,倪海厦，晚婚的人都是什么原因,259560,110,倪师中医自学,黄帝内经,已初分系列，待定位集数/时间戳,疑似原声/画面切片（待音画核验）,not_available_yet,,0,0,False,False,False,False,False,False,not_available,False,回听校正并回溯原课后方可作本人直接引文；标题只作传播包装证据。,
